SexCode,MaritalCode,PrevEdCode,DDVeteran,DaysEnrollToStart,AgeAtStart,AgeAtGrad,GPA,MinutesAttended,HoursAttempt,HoursEarned,HoursReq,MinutesAbsent,TransferCredits,TransferGPA,MinEFC,MaxENTEntranceScore,gradFlag
F,M,SOMECOLL,0,4,30,32,3.85,147770,2535,2535,2565,5290,NA,NA,2337,91.2,1
F,NULL,ASSOC,0,65,28,31,3.65,120710,2520,2520,2565,1150,23,NA,1781,82,1
F,UN,SOMECOLL,0,21,21,25,0.99,3900,135,45,0,2400,NA,NA,0,84,0
M,UN,ASSOC,0,4,30,31,3.38,144766,2535,2535,2565,7059,NA,NA,0,88.5,1
F,UN,BACH,0,59,23,26,3.38,128178,2550,2520,2565,3987,18,NA,0,NA,1
F,S,SOMECOLL,0,286,24,26,3.47,106845,2370,2055,0,3225,26,NA,0,NA,0
F,D,SOMECOLL,0,25,26,28,3.11,145883,2670,2535,2565,15017,NA,NA,3919,79.87,1
F,UN,SOMECOLL,0,0,28,32,3.04,137482,3090,2715,2565,4923,NA,NA,0,81.28,1
F,S,HS,0,20,22,24,2.56,108448,2145,1695,2565,14582,NA,NA,0,81.15,0
F,UN,SOMECOLL,0,136,31,33,3.56,95041,2250,2250,2250,2174,38,NA,13868,85.5,1
F,M,BACH,0,97,26,29,3.48,126611,2514,2514,2565,1648,26,2.59,0,NA,1
F,UN,BACH,0,4,21,23,3.07,146038,2625,2580,2565,12257,NA,NA,0,84.5,1
M,UN,HS,0,54,21,23,3.83,120027,2625,2625,0,5628,30,NA,0,83,1
M,UN,HS,0,0,25,27,2.41,107347,2280,1560,2250,12623,NA,NA,0,86.24,0
F,S,SOMECOLL,0,4,27,29,2.96,129575,2400,2265,2250,10480,NA,NA,3987,88.11,1
M,UN,SOMECOLL,0,74,34,37,2.1,23520,630,450,2565,4680,9,NA,0,82,0
F,UN,SOMECOLL,0,114,22,24,3.81,111211,2520,2520,2565,2670,28,NA,0,94.5,1
M,M,SOMECOLL,0,0,32,33,3.54,126585,2310,2310,2250,10380,NA,NA,23046,84.24,1
F,S,SOMECOLL,0,152,26,29,2.89,127262,2340,2250,2250,3888,13,NA,0,83.48,1
M,S,HS,0,46,32,33,3.15,143975,2895,2550,2250,7690,NA,NA,0,NA,1
F,UN,SOMECOLL,0,108,31,34,2.86,55780,1470,1211,2565,2285,27,NA,0,82,0
F,S,SOMECOLL,0,44,29,32,3.72,113379,2514,2514,2565,440,33,2.37,6052,NA,1
F,S,BACH,0,104,27,28,2.92,148566,3120,2715,2565,12759,NA,NA,0,83.78,1
F,UN,SOMECOLL,0,20,22,23,3.57,117719,2535,2535,2565,5066,NA,NA,300,91.5,1
F,UN,SOMECOLL,0,147,20,23,2.99,132792,2655,2520,2565,6259,9,NA,0,85,1
M,S,HS,1,28,20,23,2.48,76460,1350,1080,2565,1300,NA,NA,NA,79.98,0
M,S,HS,0,3,27,28,3.7,148346,2715,2535,2565,9059,NA,NA,0,NA,1
F,M,BACH,0,3,26,28,3.52,108142,2265,2265,2250,3863,NA,NA,3538,88,1
F,UN,SOMECOLL,0,70,22,25,3.26,139721,2520,2520,2565,5149,NA,NA,0,79.5,1
F,UN,SOMECOLL,0,147,19,23,3.3,131135,2565,2520,2565,2395,8,NA,0,NA,1
F,UN,SOMECOLL,0,199,21,23,3.42,112988,2520,2520,2565,4152,30,NA,4230,NA,1
F,S,HS,0,47,21,22,3.03,131616,2340,2040,2565,6609,NA,NA,0,NA,0
F,S,SOMECOLL,0,2,25,25,3.33,132930,2850,2625,2565,5250,NA,NA,0,81.98,1
M,D,BACH,0,4,22,24,3.55,149930,2580,2535,2565,5260,NA,3.52,0,92.37,1
F,S,HS,0,52,21,21,3.32,174522,3075,2760,2565,10114,NA,NA,0,85.24,1
F,UN,SOMECOLL,0,61,23,26,1.89,23410,840,585,0,1090,21,NA,0,79.5,0
F,D,HS,0,4,29,31,3.23,138340,2625,2535,2565,10520,NA,NA,0,89.78,1
F,S,HS,0,3,34,36,2.98,147471,2805,2580,2565,15174,NA,NA,0,87.91,1
F,S,HS,0,235,28,31,3.36,130176,2460,2280,0,11874,NA,NA,0,90.82,0
F,UN,ASSOC,0,6,34,37,3.09,131853,2760,2535,2565,4657,NA,NA,0,85,1
F,UN,SOMECOLL,0,124,39,42,3.15,6750,180,90,2565,900,NA,NA,0,NA,0
M,S,HS,0,24,33,34,3.31,117132,2280,2017.5,2565,4563,NA,NA,0,86.15,0
M,S,HS,0,34,21,23,2.96,100673,1845,1695,2565,6127,NA,NA,0,84.2,0
F,UN,SOMECOLL,0,144,20,23,3.27,124289,2520,2520,2565,3586,16,NA,0,86.5,1
F,UN,ASSOC,0,94,25,27,3.44,91663,2250,2250,2250,2842,43,2.66,0,85.33,1
F,S,HS,0,47,22,26,2.11,32205,540,315,0,195,NA,NA,0,79.5,0
F,UN,SOMECOLL,0,18,22,25,3.04,133180,2790,2385,2565,3925,18,NA,0,79.5,0
F,UN,SOMECOLL,0,122,22,25,3.36,125691,2520,2520,2565,9544,10,NA,0,83.78,1
F,UN,SOMECOLL,0,20,24,26,3.61,117157,2715,2535,2565,5573,NA,NA,595,87.5,1
F,NULL,SOMECOLL,0,54,23,26,3.48,106804,2610,2520,2565,5951,27,NA,0,82.5,1
M,S,ASSOC,0,122,50,53,3.01,155510,3150,2685,2565,2260,17,2.62,0,86,1
F,D,HS,0,6,43,45,3.65,148480,2535,2535,2565,5025,NA,NA,0,9124,1
M,S,HS,0,6,20,23,3.07,162082,2805,2625,2565,6633,NA,NA,0,81.24,1
F,NULL,ASSOC,0,48,22,26,2.67,67065,1635,1545,2565,3135,33,2.24,0,82.5,0
F,UN,SOMECOLL,0,48,22,24,3.7,113874,2625,2625,0,6261,32,NA,0,87.5,1
F,S,ASSOC,0,25,27,30,2.36,57925,1515,945,2565,1600,NA,NA,0,86.5,0
M,UN,SOMECOLL,0,150,33,36,0,84635,0,0,2565,2200,NA,2.14,0,83,0
M,UN,SOMECOLL,0,87,23,26,2.04,27890,495,405,2565,1510,NA,NA,0,79.5,0
M,S,SOMECOLL,0,33,20,23,3.27,137672,2554,2509,2565,5083,3,NA,1019,80,1
M,UN,BACH,0,4,24,25,3.16,142932,2670,2580,2565,14058,NA,NA,0,NA,1
F,UN,SOMECOLL,0,81,26,29,2.78,41130,990,900,2250,4470,18,NA,0,80.5,0
F,UN,SOMECOLL,0,119,38,40,2.61,12225,630,540,2250,375,30,NA,0,85,0
F,UN,SOMECOLL,0,26,21,24,3.29,105157,2550,2325,0,8468,29,NA,0,88.5,0
M,S,SOMECOLL,0,3,24,26,3.25,146413,2640,2550,2565,7742,NA,NA,0,87.37,1
F,S,HS,0,6,24,25,3.32,152231,2670,2580,2565,6409,NA,NA,0,84.37,1
M,M,HS,0,89,31,34,3.04,135065,2520,2520,2565,4795,NA,NA,0,83.15,1
F,UN,HS,0,82,27,29,3.33,105788,2520,2520,2565,7252,28,NA,0,NA,1
F,NULL,HS,0,31,30,30,3.27,156567,2940,2805,2565,6318,NA,NA,0,NA,1
F,UN,BACH,0,67,21,25,3.07,146704,2835,2520,2565,5981,NA,NA,0,80,1
F,S,HS,0,73,24,26,3.43,144618,2535,2535,2565,9237,NA,NA,0,82.37,1
F,UN,SOMECOLL,0,157,21,25,3.55,141948,2520,2520,2565,2742,NA,NA,0,82.5,1
F,S,HS,0,6,20,22,3,123829,2145,2025,2565,4061,NA,NA,20283,81.15,0
M,UN,SOMECOLL,0,70,20,23,3.19,15660,495,495,0,540,15,NA,0,90.5,0
F,S,SOMECOLL,0,118,21,22,3.1,127143,2595,2205,2565,8637,NA,NA,0,86.65,0
M,UN,HS,0,4,22,24,2.86,153768,2730,2535,2565,10222,NA,NA,0,82.28,1
F,S,SOMECOLL,0,10,27,31,3.13,156955,2813,2558,2565,3884,NA,2,0,91.5,1
F,S,HS,0,3,24,26,2.84,101075,2055,1740,2565,13525,NA,NA,0,85.15,0
F,S,SOMECOLL,0,4,22,23,3.23,132976,2340,2310,2250,7709,NA,NA,776,84.2,1
F,UN,SOMECOLL,0,21,27,29,0,2400,135,0,2415,0,NA,NA,NA,82,0
F,UN,HS,0,3,19,21,2.46,82168,1425,1245,2565,4347,NA,NA,0,83.65,0
F,NULL,BACH,0,6,19,23,3.17,147500,2625,2580,2565,8080,NA,NA,0,NA,1
F,UN,HS,0,91,20,22,3.56,115909,2670,2640,0,5936,35,NA,37395,81.5,1
F,D,SOMECOLL,0,59,48,51,3.24,135830,2415,2325,2250,910,13,NA,0,78,1
F,UN,SOMECOLL,0,101,26,28,3.44,87927,2250,2250,2250,4458,46,NA,471,88,1
F,S,HS,0,67,24,27,3.29,122863,2520,2520,2565,5612,15,2.41,0,79,1
M,M,BACH,0,20,22,26,3.49,124516,2662.5,2535,2565,9709,NA,3.03,0,NA,1
F,UN,HS,0,6,31,33,3.51,143225,2535,2535,2565,9230,NA,NA,12557,79.5,1
F,UN,SOMECOLL,0,131,19,22,2.61,69505,1200,975,2565,920,NA,NA,10854,79.5,0
M,UN,HS,0,74,22,25,0,1800,135,0,0,0,NA,NA,NA,84.5,0
F,UN,SOMECOLL,0,4,38,40,2.66,91583,2115,1695,2565,12757,NA,NA,0,85.5,0
M,S,SOMECOLL,0,125,22,26,2.78,136200,2617.5,2250,2250,7630,16,1.7,0,83.5,1
F,UN,SOMECOLL,0,3,22,24,3.14,102153,2055,1980,2565,3657,NA,NA,62907,87,0
M,UN,HS,0,0,27,29,2.99,80100,1485,1204,2565,8625,NA,NA,1720,90,0
M,NULL,BACH,0,74,24,26,3.8,116365,2550,2550,2565,1895,28.7,2.84,20481,NA,1
M,UN,HS,0,3,22,24,2.49,101513,1920,1605,2565,4185,NA,NA,3755,83.5,0
M,S,HS,0,18,22,26,1.75,37085,645,405,0,1615,NA,NA,21105,79.5,0
M,S,SOMECOLL,0,68,24,27,3.79,124553,2520,2520,2565,1167,23,2.76,0,85.5,1
F,S,BACH,0,165,27,29,3.18,103240,2250,2250,2250,3605,29,2.18,602,85,1
M,NULL,SOMECOLL,0,94,35,37,2.8,11370,720,585,2250,3030,37,2.36,1686,NA,0
F,NULL,SOMECOLL,0,93,29,32,3.4,122258,2250,2250,2250,1182,16,2.54,0,78,1
F,UN,HS,0,89,27,31,2.4,25255,450,270,2565,545,NA,NA,0,85.5,0
F,UN,SOMECOLL,0,23,23,25,2.74,79013,1875,1755,0,10057,21,NA,1407,83,0
F,S,SOMECOLL,0,17,23,25,3.57,104647,2520,2520,2565,1523,45,3.39,0,80,1
F,UN,SOMECOLL,0,0,26,29,3.22,131958,2857.5,2670,2565,9597,NA,NA,0,NA,1
F,UN,HS,0,4,26,28,3.6,140940,2535,2535,2565,11365,NA,NA,0,NA,1
F,S,ASSOC,0,121,22,24,3.69,107863,2520,2520,2565,4617,30,NA,364,NA,1
F,UN,SOMECOLL,0,6,25,28,1.74,36835,720,360,2565,4865,NA,NA,0,79.5,0
F,UN,BACH,0,0,39,41,3.58,146110,2535,2535,2565,6110,NA,NA,0,85,1
F,D,SOMECOLL,0,109,20,24,2.79,102470,1890,1680,2565,7100,NA,2.92,0,88,0
M,UN,HS,0,0,20,22,2.63,73918,1305,1170,2565,4435,NA,NA,17359,84.5,0
F,UN,SOMECOLL,0,24,31,32,3.38,116613,2580,2535,2565,10622,NA,NA,0,88.5,1
M,UN,SOMECOLL,0,4,30,32,3.26,126253,2535,2535,2565,9340,NA,NA,0,NA,1
M,UN,SOMECOLL,0,39,47,50,3.31,116435,2850,2415,0,6100,35,NA,38085,92,0
F,NULL,SOMECOLL,0,4,38,41,3.14,122164,555,555,2565,3661,NA,3.38,0,66,0
M,UN,SOMECOLL,0,63,21,23,3,5100,765,765,2565,300,37,NA,8324,NA,0
F,NULL,SOMECOLL,0,54,37,40,3.06,106407,2250,2250,2250,1643,22,NA,4146,88.5,1
M,UN,SOMECOLL,0,25,27,29,3.29,151872,2805,2535,2565,6833,NA,NA,0,86,1
F,UN,SOMECOLL,0,90,27,29,2.96,108512,2565,2520,2565,11638,24,NA,0,92.5,1
F,UN,SOMECOLL,0,23,37,40,2.27,41100,750,450,0,3900,NA,NA,0,81,0
M,UN,SOMECOLL,0,4,25,27,3.37,118347,2265,2265,2250,4798,NA,NA,0,82,1
F,UN,SOMECOLL,0,20,25,26,3.52,122170,2760,2535,2565,8255,NA,NA,0,93.5,1
F,NULL,SOMECOLL,0,75,21,24,3.32,129095,2610,2565,2565,1225,27.37,2.68,0,81,1
F,NULL,SOMECOLL,0,103,24,26,3.53,121630,2520,2520,2565,2690,23,NA,0,NA,1
M,UN,SOMECOLL,0,3,33,35,3.22,78311,2055,1950,2565,3064,NA,NA,3823,86.5,0
F,UN,HS,0,25,22,24,3.08,69445,1785,1545,2565,4125,NA,NA,0,86,0
F,UN,SOMECOLL,0,27,23,25,3.34,120590,2760,2625,0,11320,29,NA,0,81,1
M,NULL,SOMECOLL,0,4,26,28,3.04,99717,1837.5,1710,2250,4173,10,2.69,0,80,0
F,NULL,SOMECOLL,0,143,24,28,2.92,60698,1200,930,2565,3392,3,NA,1875,NA,0
F,UN,SOMECOLL,0,0,20,21,2.94,109775,2025,1905,2565,8195,NA,NA,24451,NA,0
M,UN,ASSOC,0,151,36,38,2.25,32550,1200,1110,2565,2355,34,NA,0,82.5,0
F,NULL,ASSOC,0,72,23,25,3.37,103345,2520,2520,2565,3710,34,NA,0,90,1
F,UN,HS,0,6,34,36,3.03,97660,1935,1650,2565,13850,NA,NA,0,83.5,0
F,UN,SOMECOLL,0,20,23,25,3.02,73085,1440,1395,2565,5905,NA,NA,0,81.5,0
F,M,BACH,0,66,31,33,3.42,102990,2520,2520,2565,1155,37,NA,8379,NA,1
F,UN,SOMECOLL,0,83,25,28,3.54,124918,2520,2520,2565,7023,15,NA,0,NA,1
M,UN,SOMECOLL,0,3,25,26,3.27,122600,2265,2265,2250,7220,NA,NA,10300,83.5,1
M,UN,BACH,0,116,27,30,2.91,129512,2640,2565,2565,3238,15,NA,0,87.5,1
M,UN,BACH,0,25,30,31,3.49,124325,2355,2310,2250,4990,NA,NA,272,NA,1
M,NULL,SOMECOLL,0,59,24,27,3.33,132519,2760,2670,0,12906,19,NA,0,79.5,1
F,UN,SOMECOLL,0,114,23,26,3.56,114142,2655,2565,2565,5768,28,NA,0,80.5,1
F,UN,SOMECOLL,0,20,30,31,3.54,133094,2580,2580,2565,13811,NA,NA,0,85,1
F,UN,SOMECOLL,0,89,23,25,2.96,45285,1110,1020,2565,2040,17,NA,0,79,0
F,P,ASSOC,0,45,34,36,3.57,106065,2550,2550,2565,2685,39,3.54,0,81.5,1
F,UN,BACH,0,6,39,40,3.58,126285,2535,2535,2565,7260,NA,NA,0,91.5,1
M,UN,SOMECOLL,0,32,37,40,3.43,92291,2557.5,2250,2250,1079,47,3.17,0,84.5,1
F,UN,SOMECOLL,0,3,24,25,2.85,50458,1530,1395,2565,3745,NA,NA,0,88.5,0
F,NULL,SOMECOLL,0,103,32,35,3.09,121620,2334,2289,2250,2499,17,2.54,4014,83,1
F,UN,HS,0,6,21,23,2.78,99526,1785,1650,2565,6074,NA,NA,0,81.5,0
M,UN,HS,0,4,21,23,3.13,158691,2865,2580,2565,7197,NA,NA,42218,79.5,1
F,S,SOMECOLL,0,54,22,25,3.63,120650,2520,2520,2565,2575,26,2.81,0,91,1
F,NULL,ASSOC,0,37,38,42,3.02,136390,2565,2520,2565,5765,NA,NA,0,85.5,1
F,UN,SOMECOLL,0,84,21,24,3.35,112551,2895,2625,0,13899,35,NA,1069,84.5,1
F,S,SOMECOLL,0,46,23,27,3.01,132787,3015,2520,2565,1973,27,2.63,3449,82,1
M,UN,SOMECOLL,0,4,30,32,2.51,68109,1455,1125,2565,3716,NA,NA,0,80,0
F,NULL,SOMECOLL,0,116,25,28,2,26140,810,630,2565,560,20,NA,0,80.5,0
F,UN,HS,0,25,20,23,2.4,67125,1170,855,2565,3420,NA,NA,0,76.5,0
F,M,ASSOC,0,69,27,30,3.32,113605,2520,2520,2565,1610,34,3.16,0,88,1
F,S,BACH,0,18,22,24,3.36,109425,2520,2520,2565,915,38,3.22,0,80.5,1
F,UN,SOMECOLL,0,137,25,28,3.06,18300,585,585,2565,600,14,NA,0,87,0
F,UN,SOMECOLL,0,111,19,22,3.41,119682,2520,2520,2565,6563,11,NA,0,NA,1
M,UN,SOMECOLL,0,0,23,25,2.96,149018,2670,2580,2565,7984,NA,NA,0,82.5,1
F,UN,SOMECOLL,0,18,27,27,3.14,123217,2895,2670,2565,10973,NA,NA,0,NA,1
F,UN,SOMECOLL,0,61,19,21,3.5,16402,945,780,0,1358,32,NA,NA,84.5,0
F,S,SOMECOLL,0,20,22,24,2.55,85110,1695,1515,2565,12070,NA,NA,0,84.5,0
F,NULL,SOMECOLL,0,54,22,24,3.68,92435,2250,2250,2250,1365,49,2.8,0,89,1
M,UN,BACH,0,6,23,24,3.4,124365,2625,2580,2565,8235,NA,NA,0,80.5,1
F,UN,SOMECOLL,0,70,22,24,3.33,114383,2670,2640,0,8730,34,NA,40,87,1
F,UN,SOMECOLL,0,107,21,24,3.47,126770,2509,2509,2565,2890,14,3,0,NA,1
F,NULL,SOMECOLL,0,131,20,24,2.82,117961,2482.5,2130,2565,9834,14,2.93,0,73,0
F,UN,SOMECOLL,0,75,23,25,3.24,97154,2520,2520,2565,2651,40,3.25,0,84.5,1
F,UN,SOMECOLL,0,83,33,36,0,900,225,90,2565,3000,4,3.58,1372,93.5,0
M,S,SOMECOLL,0,116,20,23,1.98,35190,825,495,0,6210,3,NA,159,NA,0
F,UN,SOMECOLL,0,110,21,25,2.99,135460,2790,2565,2565,1370,21,NA,0,80,1
M,UN,SOMECOLL,0,159,20,23,3.93,121553,2520,2520,2565,2667,22,NA,8626,NA,1
F,UN,HS,0,4,46,48,3.41,137064,2340,2310,2250,3081,NA,NA,7261,NA,1
F,UN,HS,0,84,18,22,2.25,21973,540,270,0,4427,NA,NA,0,79.5,0
F,NULL,SOMECOLL,0,12,20,23,3.01,144695,2610,2520,2565,3010,3,NA,0,82.5,1
M,UN,HS,0,0,18,21,2.56,85426,1470,1395,2565,3584,NA,NA,0,NA,0
M,UN,BACH,0,102,24,26,3.61,122940,2550,2550,2565,4660,20,NA,1059,NA,1
M,UN,SOMECOLL,0,3,45,48,2.98,78370,2250,1605,2565,7350,NA,NA,4503,83.5,0
F,UN,BACH,0,74,22,25,3.66,121462,2520,2520,2565,3813,23,NA,0,84.5,1
F,UN,SOMECOLL,0,4,22,24,3.61,111805,2535,2535,2565,2488,NA,NA,0,NA,1
M,UN,SOMECOLL,0,4,20,22,3.5,142800,2670,2580,2565,5455,NA,NA,14649,85.5,1
M,UN,SOMECOLL,0,123,23,26,3.38,121927,2520,2520,2565,5003,16,2.23,4875,83.5,1
F,UN,SOMECOLL,0,6,21,23,3.88,134113,2565,2565,2565,8427,NA,NA,0,NA,1
F,UN,ASSOC,0,95,21,23,3.56,105585,2625,2625,0,3720,41,NA,2555,86,1
F,M,BACH,0,34,24,29,2.72,137947,2610.5,2333,2250,3793,10,3.54,0,82.5,1
F,UN,SOMECOLL,0,6,20,22,3.28,148682,2535,2535,2565,4176,NA,NA,3321,80.5,1
M,S,SOMECOLL,0,90,21,23,3.5,111850,2625,2625,0,3905,35,NA,0,NA,1
F,UN,SOMECOLL,0,109,19,22,3.52,139222,2520,2520,2565,4058,NA,NA,6726,84,1
F,UN,BACH,0,0,21,23,3.59,125936,2535,2535,2565,12179,NA,NA,3153,NA,1
F,S,BACH,0,27,25,27,3.23,107229,2610,2565,2565,1386,37,3.26,0,81.5,1
M,UN,HS,0,46,25,28,2.96,31165,555,555,0,2135,NA,NA,1930,83,0
F,UN,SOMECOLL,0,12,18,22,0.88,20100,405,135,0,1500,3,NA,0,84,0
M,M,BACH,0,94,35,38,3.54,126905,2520,2520,2565,250,26,2.33,12692,86.5,1
F,UN,SOMECOLL,0,7,21,24,2.97,20398,915,915,0,2102,30,NA,0,85.5,0
F,UN,SOMECOLL,0,6,28,30,3.53,122239,2580,2535,2565,6521,NA,NA,0,88.5,1
F,UN,SOMECOLL,0,73,22,25,3.35,118087,2460,2280,0,10553,19,NA,0,85,0
F,UN,SOMECOLL,0,3,25,26,3.41,119725,2535,2535,2565,14585,NA,NA,4082,NA,1
F,UN,UN,0,68,22,24,3.05,111921,2550,2415,0,7614,31,NA,0,88,0
M,UN,SOMECOLL,0,90,43,45,3.27,97873,2550,2325,0,5462,38,NA,0,NA,0
F,UN,SOMECOLL,0,123,43,45,2.15,5400,630,585,2250,0,40,NA,2304,81,0
F,UN,SOMECOLL,0,3,29,32,3.13,140070,2640,2310,2250,10290,NA,NA,753,85,1
M,UN,SOMECOLL,0,103,32,34,3.12,105702,2520,2520,2565,5643,31,NA,3616,94,1
F,NULL,SOMECOLL,0,83,27,30,3.77,135548,2523,2523,2565,481,14,3.09,15602,78,1
F,UN,SOMECOLL,0,105,24,28,2.17,27485,765,405,2565,10195,NA,NA,2493,NA,0
F,UN,HS,0,63,22,25,0,1800,135,0,0,600,NA,NA,1431,82.5,0
F,UN,SOMECOLL,0,4,33,36,2.94,91114,1785,1650,2565,2921,NA,NA,0,82.5,0
F,UN,SOMECOLL,0,102,23,25,3.12,104235,2565,2520,2565,2130,37,2.75,0,87.5,1
F,NULL,SOMECOLL,0,45,27,30,2.82,28897,1110,1020,2250,743,43,NA,0,NA,0
F,UN,SOMECOLL,0,4,29,31,3.92,113804,2565,2565,2565,3566,NA,NA,4829,93,1
F,M,BACH,0,4,23,26,3.06,133204,2460,2340,2250,1490,10,2.96,0,76.85,1
F,UN,SOMECOLL,0,4,21,23,3.34,146817,2670,2535,2565,9060,NA,NA,20,NA,1
F,UN,SOMECOLL,0,70,31,34,3.31,135590,2895,2670,0,4130,21,NA,0,85.5,1
F,P,SOMECOLL,0,27,31,34,3.53,115058,2250,2250,2250,1642,22,2.97,0,81.5,1
F,UN,SOMECOLL,0,3,21,22,3.53,131004,2730,2535,2565,7621,NA,NA,14723,NA,1
F,UN,SOMECOLL,0,4,28,30,2.56,8250,1350,1170,2250,1830,NA,NA,0,84,0
F,UN,HS,0,3,21,23,3.4,146136,2535,2535,2565,6077,NA,NA,0,NA,1
F,UN,SOMECOLL,0,3,28,30,4,135305,2535,2535,2565,5185,NA,NA,0,NA,1
F,UN,SOMECOLL,0,24,32,34,3.38,142175,2535,2535,2565,4795,NA,NA,0,81,1
F,NULL,SOMECOLL,0,108,21,24,3.24,119355,2655,2565,2565,4305,32,2.71,0,82,1
F,UN,SOMECOLL,0,4,29,30,3.89,141221,2535,2535,2565,3389,NA,NA,0,93,1
F,UN,SOMECOLL,0,47,25,28,0,3510,225,135,0,90,9,NA,NA,87,0
F,S,BACH,0,62,22,24,3.7,120904,2625,2625,0,5441,30,NA,0,90,1
F,NULL,SOMECOLL,0,81,23,26,3.68,116845,2250,2250,2250,1160,19,NA,7949,82.5,1
F,NULL,ASSOC,0,74,52,55,2.8,42990,1290,1065,2565,1020,33,2.34,0,68.5,0
F,S,SOMECOLL,0,3,21,23,2.82,113653,2160,1785,2565,3102,NA,2.86,1197,83,0
F,UN,SOMECOLL,0,3,20,22,3.42,143412,2535,2535,2565,4753,NA,NA,74501,83,1
F,S,BACH,0,6,24,27,3.27,136691,2722.5,2647.5,2565,5069,NA,NA,0,84.5,1
F,UN,BACH,0,20,26,28,3.42,108888,2535,2535,2565,6057,NA,NA,0,NA,1
F,NULL,SOMECOLL,0,19,24,26,3.45,105415,2520,2520,2565,845,44,3.06,3720,79,1
F,NULL,SOMECOLL,0,104,25,28,3.29,125401,2707.5,2565,2565,2109,21,NA,0,80,1
F,UN,ASSOC,0,23,24,27,3.41,124242,2625,2625,0,10323,21,NA,0,83,1
F,NULL,ASSOC,0,16,23,25,3.47,85220,2250,2250,2250,2875,46,2.94,0,94.5,1
F,UN,SOMECOLL,0,6,24,26,3.36,122916,2722.5,2580,2565,6369,NA,NA,0,80.5,1
F,UN,SOMECOLL,0,77,24,27,3.72,137801,2520,2520,2565,3464,NA,NA,0,NA,1
M,UN,SOMECOLL,0,70,19,22,0,1800,270,135,0,900,9,NA,NA,85,0
F,UN,SOMECOLL,0,6,21,24,2.56,64245,1275,945,2565,7280,NA,NA,0,86,0
F,UN,ASSOC,0,54,24,26,3.29,111227,2850,2625,0,8248,38,NA,0,86.5,1
F,UN,SOMECOLL,0,61,22,25,3.3,110043,2715,2670,0,8712,38,NA,0,NA,1
F,UN,SOMECOLL,0,58,24,26,3.29,93299,2340,2340,2250,5616,42,NA,0,81.5,1
F,UN,SOMECOLL,0,0,25,27,2.91,76697,1560,1335,2565,3313,NA,NA,0,81.5,0
F,UN,SOMECOLL,0,4,22,25,2.09,56940,1080,900,2565,105,NA,NA,0,79.5,0
F,S,SOMECOLL,0,73,26,29,2.52,94473,1903.5,1495.5,2250,2628,23,2,0,75,0
F,D,BACH,0,27,30,33,3.39,132899,2520,2520,2565,4201,NA,2.24,0,81.5,1
F,UN,SOMECOLL,0,0,22,23,3.72,139775,2565,2565,2565,2855,NA,NA,5615,NA,1
F,M,BACH,0,115,24,28,3.2,137291,2752.5,2520,2565,7819,3,NA,0,84,1
M,UN,SOMECOLL,0,25,21,22,3.4,119379,2760,2535,2565,1896,NA,NA,45,NA,1
F,UN,SOMECOLL,0,6,40,42,3.75,147951,2535,2535,2565,2554,NA,NA,0,80,1
F,NULL,SOMECOLL,0,83,29,31,3.1,124533,2520,2520,2565,5477,17,NA,0,84,1
M,UN,SOMECOLL,0,21,21,23,3.34,112984,2625,2625,0,4279,37,NA,28136,83.5,1
F,NULL,SOMECOLL,0,6,23,26,3.55,107220,2625,2625,0,9225,35,NA,0,NA,1
M,UN,SOMECOLL,0,164,36,39,2.98,135341,2520,2520,2565,7579,NA,NA,0,NA,1
F,UN,SOMECOLL,0,86,21,24,0.56,7500,450,315,2565,600,17,NA,1096,81.43,0
M,UN,SOMECOLL,0,131,28,31,3.76,128495,2520,2520,2565,2110,18,NA,0,89,1
F,S,BACH,0,76,26,29,3.6,135965,2550,2550,2565,540,16.02,2.62,0,91,1
F,NULL,HS,0,6,18,22,2.4,37080,675,450,2565,2970,NA,2.25,5124,74.5,0
F,S,BACH,0,4,23,25,3.43,131635,2535,2535,2565,4310,NA,NA,0,NA,1
F,UN,SOMECOLL,0,17,25,28,3.13,7800,135,135,2415,300,11,NA,0,85.5,0
F,UN,BACH,0,75,23,26,0,2100,315,180,0,300,15,NA,6002,84,0
F,UN,SOMECOLL,0,145,23,25,3.18,110097,2520,2520,2565,4398,31,NA,0,85.5,1
M,NULL,SOMECOLL,0,27,25,28,1.81,18530,405,315,2565,1570,7,2.27,0,78.5,0
F,UN,SOMECOLL,0,27,27,30,2.57,61168,1740,1515,0,3347,32,NA,0,86,0
F,UN,SOMECOLL,0,20,23,25,3.07,144047,2715,2535,2565,11791,NA,NA,0,84,1
F,UN,SOMECOLL,0,0,20,22,3.26,147067,2625,2580,2565,5103,NA,NA,25039,NA,1
M,NULL,SOMECOLL,0,33,38,41,2.85,104563,2220,1620,2250,12120,10,2.64,0,95,0
F,UN,SOMECOLL,0,101,39,42,2.95,35195,675,630,2250,745,13,NA,0,93,0
M,NULL,SOMECOLL,0,115,27,29,3.24,119496,2354,2324,2250,690,25,3.16,2873,82,1
F,UN,BACH,0,6,24,25,3.46,125320,2535,2535,2565,5075,NA,NA,0,NA,1
M,UN,BACH,0,20,27,28,3.71,128627,2535,2535,2565,5038,NA,NA,0,NA,1
F,UN,BACH,0,109,35,37,3.02,39781,1335,1110,2565,1124,31,NA,0,78,0
M,S,POSTHS,0,61,20,24,0.9,11550,270,45,0,2850,NA,NA,51641,83.5,0
