SexCode,MaritalCode,PrevEdCode,DDVeteran,DaysEnrollToStart,AgeAtStart,AgeAtGrad,GPA,MinutesAttended,HoursAttempt,HoursEarned,HoursReq,MinutesAbsent,TransferCredits,TransferGPA,MinEFC,MaxENTEntranceScore,gradFlag
F,NULL,SOMECOLL,0,31,31,34,3.37,14430,540,360,2565,1830,12,2.06,0,86.5,0
F,S,BACH,0,11,24,26,3.34,106712,2520,2520,2565,1933,33,2.68,0,84.5,1
F,S,SOMECOLL,0,80,19,23,3.4,143218,2565,2520,2565,3542,NA,NA,0,87,1
F,NULL,BACH,0,4,26,29,3.23,113146,2595,2565,2565,1894,30,2.95,0,89,1
F,NULL,BACH,0,44,31,33,3.36,106857,2520,2520,2565,2868,39,3.26,0,NA,1
F,S,BACH,0,52,27,29,3.62,119965,2520,2520,2565,800,30.67,2.77,2344,84,1
F,NULL,SOMECOLL,0,24,21,24,3.8,128850,2520,2520,2565,3105,9,2.48,0,NA,1
F,S,ASSOC,0,25,23,25,3.3,116132,2700,2520,2565,1993,32,2.98,0,71.5,1
F,M,SOMECOLL,0,95,26,28,3.49,102300,2520,2520,2565,2205,45.68,2.13,13746,NA,1
F,NULL,SOMECOLL,0,33,25,28,3.67,122480,2610,2565,2565,115,29,2.27,0,84.5,1
F,NULL,SOMECOLL,0,45,44,46,3.58,96305,2250,2250,2250,2115,35,NA,746,79.5,1
F,NULL,ASSOC,0,72,25,28,3.19,137495,2640,2595,2565,725,24,2.54,0,78,1
F,S,SOMECOLL,0,79,23,25,3.12,69892,1383,1158,2250,2438,12,3.12,0,NA,0
F,NULL,SOMECOLL,0,74,21,23,3.45,101286,2565,2520,2565,8319,34.72,3.45,3650,NA,1
F,NULL,ASSOC,0,59,27,29,3.75,108600,2520,2520,2565,510,37,2.87,0,NA,1
M,NULL,HS,0,75,17,21,3.32,154225,2631,2586,2565,809,NA,NA,82245,NA,1
M,NULL,ASSOC,0,58,21,24,3.11,118760,2565,2520,2565,2545,30,3.13,0,79,1
F,S,ASSOC,0,53,23,25,3.33,116958,2700,2520,2565,1092,32,2.77,0,76.5,1
F,S,BACH,0,30,28,32,3.21,136380,2685,2550,2565,1470,19,2.27,4052,NA,1
M,S,BACH,0,37,28,31,3.75,113326,2565,2520,2565,5934,NA,NA,0,NA,1
F,NULL,SOMECOLL,0,46,20,23,3.28,120311,2520,2520,2565,2419,24,3.23,0,82.5,1
F,NULL,SOMECOLL,0,37,18,21,2.57,80315,1410,1245,2565,3485,NA,NA,0,76.5,0
F,S,HS,0,44,18,21,3.77,144945,2520,2520,2565,570,NA,NA,12738,NA,1
M,NULL,SOMECOLL,0,153,26,30,3.81,147625,2550,2550,2565,1250,NA,0.9,70842,85.5,1
F,S,SOMECOLL,0,54,22,25,3.42,130915,2550,2550,2565,3005,19,2.89,0,75,1
M,NULL,ASSOC,0,4,25,27,3.65,103310,2520,2520,2565,5500,44,3.27,182,83.5,1
M,S,SOMECOLL,0,90,21,23,2.72,81545,1837.5,1777.5,2565,1040,29,2.76,0,NA,0
F,NULL,SOMECOLL,0,32,25,27,3.99,118140,2250,2250,2250,480,24,3.62,0,NA,1
M,S,SOMECOLL,0,41,26,29,3.27,134350,2595,2550,2565,3005,14,2.39,0,91.5,1
F,NULL,SOMECOLL,0,25,24,27,3.22,47550,1290,1200,2565,180,32,3.85,3291,85,0
M,S,SOMECOLL,0,11,19,22,3.02,137105,2595,2565,2565,3610,12.02,3.06,15547,NA,1
F,NULL,SOMECOLL,0,24,25,29,3.13,147318,2550,2550,2565,447,NA,0.67,0,81.5,1
M,S,SOMECOLL,0,82,25,27,3.37,117327,2250,2250,2250,2103,17,2.8,0,84,1
F,NULL,SOMECOLL,0,20,31,34,2.95,59305,1380,1290,2565,1130,21,2.49,0,NA,0
M,NULL,SOMECOLL,0,65,22,24,3.59,112013,2550,2550,2565,697,35,3.25,3814,83.5,1
F,S,SOMECOLL,0,34,19,22,3.2,123190,2520,2520,2565,1685,20,2.91,0,NA,1
M,NULL,ASSOC,0,23,30,32,3.65,106847,2250,2250,2250,1768,31,3.55,0,NA,1
F,NULL,SOMECOLL,0,26,22,25,3.45,109165,2520,2520,2565,1805,33,NA,2411,81.5,1
M,D,BACH,0,83,46,49,3.57,146366,2532,2532,2565,1307,3,3.01,0,NA,1
F,S,SOMECOLL,0,66,23,26,3.07,135942,2445,2325,2250,2428,10,3,816,73,1
F,S,SOMECOLL,0,90,23,26,3.16,127429,2512.5,2325,2250,7331,10,2,0,NA,1
F,S,SOMECOLL,0,83,26,29,2.72,90535,1977,1812,2565,1655,18,2.65,0,88.5,0
F,NULL,SOMECOLL,0,135,23,26,2.46,52260,855,585,2565,1140,NA,2.36,0,76.5,0
F,NULL,BACH,0,18,25,28,3.57,115890,2520,2520,2565,4620,31.34,3.12,3037,83.5,1
F,S,SOMECOLL,0,26,21,23,2.9,69280,1635,1500,2565,2045,25.37,2.8,0,NA,0
F,NULL,SOMECOLL,0,76,20,22,3.47,112040,2520,2520,2565,1435,31,3.29,0,NA,1
F,NULL,SOMECOLL,0,23,25,28,3.09,126078,2250,2250,2250,372,10,2.25,9859,78,1
F,NULL,BACH,0,69,27,30,3.43,107827,2250,2250,2250,533,36,2.64,12562,86.5,1
M,M,BACH,0,73,30,32,3.69,97590,2520,2520,2565,4110,39.68,2.71,0,NA,1
F,S,SOMECOLL,0,73,25,28,3.68,122766,2514,2514,2565,3528,NA,2.34,0,NA,1
F,NULL,ASSOC,0,41,28,30,3.57,96345,2289,2289,2250,1395,47,3.06,0,NA,1
F,NULL,HS,0,89,21,24,2.53,57255,1380,1155,2565,1080,23.36,2.02,14868,79,0
F,S,SOMECOLL,0,109,32,34,3.87,98770,2295,2295,2250,560,43.67,3.17,0,NA,1
F,NULL,ASSOC,0,60,44,46,3.43,104570,2520,2520,2565,5830,41.5,3.29,0,NA,1
M,NULL,SOMECOLL,0,90,20,23,1.42,22310,450,270,2565,1750,NA,2.71,0,81.5,0
F,M,ASSOC,0,47,24,27,3.82,133935,2550,2550,2565,2500,12,3.08,0,86,1
M,S,ASSOC,0,128,21,24,3.27,131424,2520,2520,2565,1920,13,2.6,2654,82.5,1
F,NULL,SOMECOLL,0,62,45,47,3.41,108465,2520,2520,2565,1455,34,NA,0,85.5,1
F,S,BACH,0,13,26,28,0,1020,765,675,2565,300,46,3.22,0,NA,0
F,NULL,BACH,0,60,23,26,3.6,144339,2532,2532,2565,800,NA,4,0,NA,1
M,S,ASSOC,0,81,25,28,3.09,143575,2782.5,2550,2565,4295,7,2.53,0,87.5,1
F,NULL,SOMECOLL,0,112,27,29,3.79,117345,2514,2514,2565,285,36,3.29,802,78,1
M,NULL,SOMECOLL,0,58,25,28,3.51,137945,2550,2550,2565,985,15,2.78,4688,86.5,1
M,NULL,SOMECOLL,0,39,32,35,3.66,135005,2520,2520,2565,310,14,3.79,0,83,1
F,S,SOMECOLL,0,34,26,29,3.3,109160,2415,2325,2250,3580,36,2.82,3604,85,1
F,S,BACH,0,25,23,26,3.46,103617,2520,2520,2565,1013,39.04,3.05,0,NA,1
F,NULL,BACH,0,60,27,30,3.87,128200,2295,2295,2250,1850,10,3.73,3297,71.5,1
M,NULL,SOMECOLL,0,132,22,25,2.82,28145,1155,1065,2565,955,45,3.06,0,86.5,0
F,S,BACH,0,58,28,30,3,5670,765,675,2250,1830,41,2.86,0,85,0
F,S,SOMECOLL,0,83,19,22,3.7,112599,2520,2520,2565,2796,26,3.53,0,NA,1
F,NULL,SOMECOLL,0,109,20,23,3.04,115952,2760,2640,2565,943,37,3.15,0,80,1
F,M,SOMECOLL,0,38,30,33,3.98,121095,2295,2295,2250,2365,13,3.93,3998,94,1
F,M,BACH,0,38,22,26,2.81,145914,2858,2603,2565,11219,NA,1.5,0,84.5,1
M,NULL,SOMECOLL,0,62,44,47,0.69,7950,540,225,2250,5250,24,2.75,0,90.5,0
F,S,BACH,0,102,20,23,3.56,121120,2520,2520,2565,800,27,3.76,0,90.5,1
F,M,SOMECOLL,0,52,24,27,3.06,134609,2610,2565,2565,1206,13,2.53,1206,80,1
F,S,SOMECOLL,0,80,23,25,2.86,42475,1245,1155,2565,455,30,3.12,0,69.5,0
F,NULL,BACH,0,59,24,26,3.09,111785,2520,2520,2565,340,37,2.68,0,77.5,1
F,NULL,ASSOC,0,23,34,37,3.08,105792,2640,2565,2565,4668,43,2.83,0,NA,1
F,NULL,ASSOC,0,66,31,35,2.85,23265,630,450,2565,825,9,2.5,0,NA,0
F,S,BACH,0,69,24,27,2.79,64515,1545,1365,2565,480,26,2.46,458,84,0
F,NULL,SOMECOLL,0,34,27,31,2.4,57322,1245,1110,2565,6428,18,2.89,0,84,0
F,D,BACH,0,18,31,33,2.79,97297,2250,2250,2250,4358,40,2.86,0,81.5,1
F,S,BACH,0,34,24,27,3.69,112722,2550,2550,2565,168,37.67,3.19,0,NA,1
F,NULL,ASSOC,0,114,23,26,3.67,109205,2520,2520,2565,680,36,2.81,0,NA,1
M,M,SOMECOLL,0,79,30,33,3.98,127205,2370,2370,2250,355,20,3.3,33004,NA,1
F,NULL,ASSOC,0,66,26,28,3.48,115694,2250,2250,2250,1486,30,2.61,6704,81,1
F,S,SOMECOLL,0,44,25,28,3.13,135847,2503.5,2316,2250,1743,10,3,9365,NA,1
M,NULL,ASSOC,0,117,32,34,3.53,107055,2520,2520,2565,1420,38,3.41,0,80,1
F,NULL,SOMECOLL,0,33,19,23,3.1,137489,2730,2595,2565,5440,10.68,3,0,NA,1
F,NULL,HS,0,34,24,27,2.04,32410,585,360,2565,3290,NA,2.3,0,82,0
F,NULL,ASSOC,0,72,37,39,2.55,15210,900,855,2565,1890,34,2.87,0,77,0
F,NULL,SOMECOLL,0,26,26,29,2.84,40300,1380,1245,2565,530,45,2.12,0,82.5,0
M,NULL,ASSOC,0,13,21,23,3.29,111980,2520,2520,2565,5635,35,2.73,13953,NA,1
F,S,SOMECOLL,0,103,37,41,3.01,124645,2797.5,2325,2250,4169,31,2.43,2077,NA,1
F,NULL,HS,0,41,37,41,2.87,65010,1245,1155,2565,1620,NA,NA,3712,NA,0
F,M,BACH,0,86,21,24,3.88,101095,2520,2520,2565,3470,42.34,2.94,1689,NA,1
F,NULL,ASSOC,0,52,21,24,3.22,122525,2565,2520,2565,2620,31,3.04,3316,89.5,1
F,NULL,HS,0,53,18,22,3.05,158767,2784,2568,2565,5812,NA,NA,17432,NA,1
M,NULL,SOMECOLL,0,72,20,23,2.94,86571,1770,1680,2565,849,16.69,2.95,0,NA,0
F,NULL,SOMECOLL,0,42,30,34,2.7,25187,567,486,2250,913,12,2.3,0,84.5,0
F,NULL,ASSOC,0,60,24,26,3.4,106234,2520,2520,2565,3041,39,3.16,235,83.5,1
F,NULL,SOMECOLL,0,13,25,28,3.68,112385,2250,2250,2250,1180,20,2.69,0,91,1
M,NULL,HS,0,109,19,22,3.57,147701,2541,2541,2565,439,NA,NA,17784,NA,1
F,S,SOMECOLL,0,9,24,27,3.79,147525,2580,2580,2565,1162,NA,3.52,0,NA,1
F,NULL,BACH,0,24,30,33,3.56,118020,2520,2520,2565,2830,30.36,2.52,705,92.5,1
F,S,BACH,0,90,27,29,3.54,107345,2514,2514,2565,235,43.67,2.74,0,NA,1
M,NULL,SOMECOLL,0,93,26,30,2.49,33635,567,351,2565,25,NA,2.37,1483,76,0
F,NULL,ASSOC,0,44,35,38,3.09,100722,2370,2340,2250,12138,33.35,2.97,0,91.5,1
F,S,SOMECOLL,0,34,24,28,2.25,57700,1770,1290,2565,6870,36,2.51,0,85,0
F,S,SOMECOLL,0,25,23,25,3.39,106055,2520,2520,2565,160,39,2.25,0,NA,1
F,M,BACH,0,59,25,28,3.39,123115,2250,2250,2250,3785,10,3.03,0,81.5,1
F,NULL,SOMECOLL,0,74,19,22,1.5,6150,225,45,2565,1350,NA,NA,0,NA,0
F,NULL,SOMECOLL,0,9,21,24,1.18,13805,945,765,2565,2095,37.38,2.47,0,NA,0
F,NULL,SOMECOLL,0,67,31,34,3.26,116090,2520,2520,2565,940,19,3.67,0,NA,1
F,S,SOMECOLL,0,144,23,25,3.59,112978,2745,2565,2565,1162,45,3.01,0,NA,1
F,NULL,ASSOC,0,13,21,23,3.48,104926,2520,2520,2565,7364,40,3.62,583,NA,1
F,S,HS,0,83,18,22,2.94,148491,2765,2540,2565,1823,NA,NA,0,NA,1
F,NULL,BACH,0,101,23,25,3.78,110533,2520,2520,2565,947,37.37,3.24,0,NA,1
F,S,ASSOC,0,33,24,27,3,3300,720,720,2565,0,46,2.75,424,78.5,0
F,NULL,SOMECOLL,0,61,23,25,3.31,99215,2520,2520,2565,4510,41,2.75,0,NA,1
F,S,ASSOC,0,88,30,33,3.2,132257,2640,2550,2565,1258,23,2.98,0,83,1
F,S,SOMECOLL,0,30,23,26,3.31,120925,2715,2640,2565,415,37,3.4,0,70,1
M,NULL,SOMECOLL,0,30,22,24,3.25,125210,2520,2520,2565,3025,17,3.14,0,84.5,1
M,NULL,BACH,0,40,27,30,3.92,125057,2520,2520,2565,4753,18,NA,0,NA,1
F,S,SOMECOLL,0,128,26,29,3.43,146790,2520,2520,2565,980,NA,NA,1499,76,1
F,S,SOMECOLL,0,33,21,23,3.62,115535,2610,2565,2565,325,35,3.61,0,NA,1
F,NULL,BACH,0,47,24,26,3.94,132440,2520,2520,2565,1480,10,NA,0,NA,1
F,NULL,ASSOC,0,69,42,44,2.92,24030,1020,975,2565,0,37,3.73,0,72,0
M,NULL,ASSOC,0,19,20,23,2.49,98918,1897.5,1822.5,2565,3382,12,3.15,0,80.5,0
M,NULL,BACH,0,27,31,34,3.13,8752,585,585,2565,248,26.68,2.1,0,77.5,0
F,S,BACH,0,52,22,25,3.52,114871,2520,2520,2565,2444,33.05,3.12,0,NA,1
F,NULL,SOMECOLL,0,10,22,25,3.43,121345,2250,2250,2250,3035,10,3.04,0,77.5,1
M,NULL,SOMECOLL,0,30,22,25,3.07,147540,2565,2520,2565,1305,NA,NA,0,83.5,1
M,NULL,SOMECOLL,0,31,26,29,0,4500,315,180,2565,3000,12,2.86,0,76.5,0
F,NULL,ASSOC,0,11,29,31,3.28,108235,2520,2520,2565,2465,42,2.75,3762,82.5,1
F,NULL,BACH,0,29,24,27,3.62,108915,2520,2520,2565,625,35.35,2.55,0,NA,1
F,NULL,SOMECOLL,0,104,22,24,3.85,6000,810,810,2565,0,48,3.08,0,NA,0
F,S,SOMECOLL,0,5,19,22,2.64,62315,1200,1110,2565,610,NA,3.02,0,86.5,0
F,NULL,BACH,0,55,24,26,3.21,104045,2520,2520,2565,3085,39.36,2.92,0,88,1
F,NULL,SOMECOLL,0,87,25,27,3.7,117910,2520,2520,2565,2010,29,2.98,12014,NA,1
F,NULL,SOMECOLL,0,62,23,25,3.52,126838,2307,2307,2250,902,12,2.34,9845,NA,1
F,S,ASSOC,0,53,24,26,3.41,115305,2604,2559,2565,1085,38,2.81,0,NA,1
F,NULL,SOMECOLL,0,23,21,25,3.04,138786,2730,2595,2565,2464,22,2.85,0,78,1
F,NULL,SOMECOLL,0,13,26,29,0.86,8220,180,45,2565,2130,NA,NA,0,88.5,0
F,M,SOMECOLL,0,25,28,31,3.95,142234,2520,2520,2565,635,NA,NA,24615,84,1
F,NULL,SOMECOLL,0,104,21,25,2.51,43910,1035,720,2565,7330,3,2.73,0,81,0
F,S,SOMECOLL,0,117,19,22,2.7,133665,2565,2520,2565,240,21,2.83,0,83.5,1
F,NULL,ASSOC,0,45,24,26,3.17,56055,1725,1500,2565,705,44,2.94,0,80.5,0
F,NULL,SOMECOLL,0,88,24,28,1.87,19500,450,225,2565,2280,NA,3.3,1665,82,0
F,NULL,SOMECOLL,0,62,24,27,2.99,76715,1960,1690,2565,580,42,3.23,0,84.5,0
F,NULL,HS,0,27,24,27,3.34,138789,2610,2520,2565,3126,6,3.28,18675,81,1
F,NULL,SOMECOLL,0,55,23,26,3.41,109335,2520,2520,2565,2025,36,3.05,0,NA,1
F,S,SOMECOLL,0,66,20,22,3.48,49888,2685,2550,2565,812,3.34,2.9,8779,NA,1
F,NULL,SOMECOLL,0,104,20,22,2.67,20526,765,720,2565,54,23.37,3.22,0,NA,0
F,S,BACH,0,67,28,31,3.53,132010,2520,2520,2565,845,16.02,2.38,0,NA,1
F,NULL,ASSOC,0,48,24,26,3.34,106253,2610,2565,2565,2047,42,2.8,0,NA,1
F,S,SOMECOLL,0,73,27,30,3.6,115100,2550,2550,2565,730,35,2.67,328,81.5,1
M,NULL,BACH,0,116,29,31,2.78,51195,1200,1020,2565,735,22,3,17533,81,0
F,NULL,SOMECOLL,0,100,34,37,2.26,32525,585,540,2250,2875,10,3.27,0,76.5,0
M,NULL,ASSOC,0,27,23,25,3.66,109807,2550,2550,2565,2648,39,3.16,6241,NA,1
F,NULL,SOMECOLL,0,54,20,23,3.76,143661,2541,2541,2565,844,3,2.07,0,87.5,1
F,NULL,SOMECOLL,0,34,22,24,3.1,117568,2550,2520,2565,4862,24,2.92,0,83,1
F,S,BACH,0,95,26,29,3.67,125759,2541,2541,2565,1111,24,3.48,2518,NA,1
F,NULL,HS,0,12,18,22,0,3342,90,0,2565,2658,NA,NA,0,76,0
F,NULL,ASSOC,0,65,22,24,3.62,108355,2520,2520,2565,1085,38,3.04,0,NA,1
M,M,SOMECOLL,0,107,34,37,2.58,11970,315,180,2565,2670,NA,2.57,0,84.5,0
F,S,BACH,0,157,19,22,3.74,104235,2520,2520,2565,810,44,3.31,12941,NA,1
F,S,BACH,0,41,23,26,3.27,98799,2340,2295,2250,9321,33,3.26,0,88.5,1
F,M,SOMECOLL,0,60,34,37,3.11,106725,2356.5,2289,2250,735,33,2.7,15645,NA,1
F,NULL,ASSOC,0,44,23,26,3.28,109154,2655,2565,2565,1900,39.01,2.76,0,NA,1
F,S,ASSOC,0,19,21,24,3.76,108691,2520,2520,2565,434,38,3.77,4293,NA,1
F,NULL,SOMECOLL,0,51,25,28,1.65,25000,540,225,2250,5300,10,2.74,0,78.5,0
F,NULL,BACH,0,26,27,31,3.33,145976,2520,2520,2565,439,NA,3.82,0,85,1
F,D,SOMECOLL,0,23,31,34,3.12,118360,2550,2550,2565,1490,NA,2.77,0,79.5,1
F,NULL,SOMECOLL,0,34,37,39,3.06,127500,2295,2295,2250,1380,10,3.7,0,72.5,1
F,S,SOMECOLL,0,45,21,24,3.42,120930,2520,2520,2565,6635,21,2.65,0,88,1
F,NULL,BACH,0,37,24,26,3.89,105780,2520,2520,2565,3600,36.7,2.8,3915,NA,1
F,M,SOMECOLL,0,121,24,28,2.68,62261,1220,1085,2565,865,14.34,2.82,2793,NA,0
F,S,SOMECOLL,0,74,26,29,3.24,127219,2370,2289,2250,860,15,2,0,64,1
M,NULL,BACH,0,82,27,30,2.94,54238,1245,1020,2565,1832,16.02,2.9,3811,NA,0
F,S,BACH,0,16,28,30,3.6,108640,2610,2565,2565,1145,44,2.55,306,89,1
F,S,BACH,0,17,28,31,3.68,135330,2550,2550,2565,90,19,2.82,0,NA,1
M,S,HS,0,25,17,20,3.74,144465,2520,2520,2565,360,NA,NA,1463,NA,1
F,NULL,SOMECOLL,0,121,18,21,3.53,141949,2550,2550,2565,1241,5.34,NA,8641,NA,1
F,NULL,SOMECOLL,0,86,24,27,3.67,112470,2520,2520,2565,2100,33,3.09,5631,NA,1
F,S,BACH,0,100,29,32,3.9,136290,2550,2550,2565,360,16.68,3.05,13064,96.5,1
M,NULL,ASSOC,0,67,20,23,3.01,20400,1065,930,2565,1800,44,2.96,0,76,0
F,NULL,BACH,0,74,28,30,3.66,117821,2514,2514,2565,589,31,3.42,0,78.5,1
M,NULL,SOMECOLL,0,93,31,34,1.71,15510,450,135,2565,4620,NA,2.47,15639,77.82,0
F,NULL,SOMECOLL,0,32,22,26,3.03,141592,2820,2595,2565,775,26,2.14,0,NA,1
F,NULL,SOMECOLL,0,60,20,23,2.63,52171,1155,1020,2565,1529,16.02,2.49,0,NA,0
F,NULL,BACH,0,31,21,23,3.5,107230,2520,2520,2565,950,40,2.94,0,83.5,1
M,M,BACH,0,27,37,40,3.37,121040,2250,2250,2250,2065,16,NA,0,81,1
M,M,SOMECOLL,0,27,24,27,3.65,134583,2610,2565,2565,1482,8,2,0,NA,1
F,NULL,SOMECOLL,0,33,23,26,3.13,94780,2520,2520,2565,3370,42,2.71,0,85,1
F,NULL,HS,0,68,16,20,3.01,53470,1110,855,2565,1670,NA,NA,248,78.5,0
F,NULL,SOMECOLL,0,75,19,22,2.45,14670,900,765,2565,2250,32.71,2.47,0,81,0
M,NULL,BACH,0,108,24,27,3.97,146490,2550,2550,2565,390,3.34,2.79,0,NA,1
F,M,MAST,0,62,26,29,3.1,113315,2595,2565,2565,8860,30.5,2.98,0,79,1
F,NULL,SOMECOLL,0,101,24,26,3.69,107257,2520,2520,2565,2423,41,3.4,0,79.5,1
F,NULL,SOMECOLL,0,73,20,23,3.43,123810,2604,2523,2565,4509,25,2.87,0,77,1
F,NULL,BACH,0,32,23,25,3.75,113075,2520,2520,2565,970,30,2.84,0,90,1
F,S,ASSOC,0,132,23,26,3,121330,2865,2595,2565,1580,40,3.12,0,80,1
F,NULL,SOMECOLL,0,88,36,38,2.51,36223,1380,1155,2565,6227,35,2.02,0,NA,0
F,NULL,SOMECOLL,0,33,27,30,2.75,40415,1425,1200,2565,700,42,2.35,3529,85,0
F,S,SOMECOLL,0,104,27,30,2.89,110335,2625,2295,2250,2200,48,2.25,3856,82,1
F,M,BACH,0,31,31,34,3.35,120300,2250,2250,2250,1350,16,3.34,0,82.5,1
F,M,SOMECOLL,0,48,25,29,3.18,118988,2167.5,1750.5,2565,1891,NA,NA,9048,NA,0
F,NULL,BACH,0,58,33,36,3.6,136437,2541,2541,2565,613,16,2.96,0,73,1
F,S,HS,0,65,20,23,3.43,132093,2806,2648,2565,2177,NA,3.22,0,85,1
F,NULL,BACH,0,20,27,29,3.38,118592,2610,2520,2565,4208,31.34,3.32,0,NA,1
F,S,ASSOC,0,46,23,25,2.48,49855,1344,1209,2565,605,28.34,2.39,1,74,0
F,NULL,HS,0,61,17,21,3.02,152120,2622,2532,2565,80,NA,NA,0,NA,1
F,S,SOMECOLL,0,61,22,25,3.37,125673,2610,2565,2565,1152,25.37,2.26,0,87.5,1
M,NULL,BACH,0,82,23,26,3.43,109770,2520,2520,2565,3270,28.03,2.61,0,NA,1
F,S,ASSOC,0,18,26,28,2.46,12840,630,450,2565,1260,28,2.49,0,81,0
F,M,BACH,0,115,29,32,3.58,126810,2307,2307,2250,1290,10,2.4,7581,89.5,1
F,S,ASSOC,0,65,23,25,2.79,46447,1635,1410,2565,1223,45,3.03,0,72.5,0
F,M,SOMECOLL,0,44,28,31,3.58,131376,2520,2520,2565,1844,15,2.63,12151,83.5,1
F,M,BACH,0,32,25,28,3.24,111933,2610,2565,2565,3552,35.71,3.3,0,NA,1
M,NULL,ASSOC,0,55,22,24,3.35,7770,855,720,2565,30,40,2.9,0,89.5,0
F,NULL,BACH,0,60,23,25,3.79,110568,2520,2520,2565,8892,24.7,2.4,0,82.5,1
M,NULL,GED,0,31,28,31,2.15,26700,450,360,2565,600,NA,NA,0,76,0
M,M,SOMECOLL,0,33,25,28,3.48,107312,2520,2520,2565,3343,38,2.76,0,92.5,1
F,NULL,ASSOC,0,12,28,31,2.61,41637,1185,1140,2250,5223,36,2.8,0,85,0
F,NULL,SOMECOLL,0,86,26,30,1.69,14130,315,135,2565,3150,NA,3.38,0,83,0
M,S,HS,0,101,19,23,2.63,86947,1515,1245,2565,1703,NA,NA,9541,83.5,0
M,NULL,BACH,0,53,34,37,3.6,134290,2586,2541,2565,320,16,2.88,NA,NA,1
F,S,BACH,0,32,27,30,3.21,124129,2362.5,2250,2250,666,16,2.23,0,86,1
F,NULL,ASSOC,0,80,41,43,2.9,93035,2370,2295,2250,4605,47,2.73,0,NA,1
F,NULL,SOMECOLL,0,48,19,22,2.47,66047,1155,930,2565,883,3,2.3,0,NA,0
F,NULL,MAST,0,52,25,27,3.52,103770,2520,2520,2565,2295,39.02,2.99,0,83.5,1
F,S,SOMECOLL,0,54,25,27,3.41,126340,2520,2520,2565,470,22,2.37,1200,81.5,1
F,NULL,SOMECOLL,0,26,21,24,2.47,42345,1155,1020,2565,1515,27,3.26,0,78.5,0
F,NULL,SOMECOLL,0,111,21,24,4,106490,2514,2514,2565,640,38,3.68,0,NA,1
F,M,SOMECOLL,0,38,44,47,3.39,139370,2520,2520,2565,1455,4,NA,19351,83.5,1
F,NULL,SOMECOLL,0,34,22,25,3,108638,2655,2565,2565,5607,34.72,2.76,0,NA,1
F,S,HS,0,116,18,21,3.38,140975,2520,2520,2565,1585,NA,NA,0,NA,1
F,NULL,ASSOC,0,34,40,43,3.21,94080,2370,2295,2250,1755,51,2.57,0,NA,1
F,NULL,BACH,0,116,24,26,3.56,114651,2520,2520,2565,5454,27.7,2.56,1667,NA,1
F,M,BACH,0,27,35,38,3.02,116900,2520,2520,2565,2575,27,2.18,1259,85.5,1
F,S,SOMECOLL,0,69,20,22,3.7,109955,2520,2520,2565,100,38,3.82,14390,NA,1
F,NULL,SOMECOLL,0,32,24,27,2.85,24705,1020,975,2565,2025,32,3.01,0,NA,0
F,S,ASSOC,0,18,25,28,3.41,116290,2520,2520,2565,1715,32,2.58,0,82,1
M,NULL,SOMECOLL,0,24,20,24,2.51,60203,1425,1245,2565,3767,20.03,2.22,3223,NA,0
F,S,SOMECOLL,0,69,33,36,3.1,142332,2648,2558,2565,624,14,2.53,0,NA,1
F,S,SOMECOLL,0,97,36,39,3.22,142420,2603,2558,2565,1400,12,2.92,0,77,1
F,NULL,SOMECOLL,0,11,20,22,3.29,115270,2610,2565,2565,1130,32,3.26,0,84.5,1
M,M,SOMECOLL,0,118,28,31,3.43,107976,2595,2550,2565,1165,38,2.86,924,NA,1
F,NULL,BACH,0,103,34,37,3.59,143311,2532,2532,2565,1814,3,2.28,8115,80,1
F,NULL,SOMECOLL,0,45,19,22,2.11,18230,495,270,2565,2290,12,2.67,0,NA,0
F,NULL,SOMECOLL,0,37,19,22,1.8,10442,180,135,2565,1558,NA,2.56,0,79.5,0
F,S,SOMECOLL,0,47,29,33,2.39,88334,1536,1198,2565,5146,NA,NA,0,86,0
M,NULL,SOMECOLL,0,26,22,25,1.43,12195,180,45,2250,105,9,2,0,79.5,0
F,NULL,BACH,0,96,24,26,3.79,103100,2520,2520,2565,1255,38.04,3.15,0,NA,1
F,S,SOMECOLL,0,13,21,24,3.59,130288,2580,2580,2565,5031,13.68,2.44,0,NA,1
M,NULL,SOMECOLL,0,130,21,24,2.87,37228,855,765,2565,3272,11,2.45,0,NA,0
F,S,ASSOC,0,102,22,24,3.84,105065,2520,2520,2565,1795,39,2.74,0,NA,1
F,S,SOMECOLL,0,33,19,22,3.26,138542,2685,2550,2565,2518,14.02,2.98,0,NA,1
F,NULL,SOMECOLL,0,90,32,34,0,3750,360,225,2250,450,25,2.9,5852,82.5,0
F,S,SOMECOLL,0,28,22,25,2.52,66612,1389,1164,2565,2088,21,2.25,0,NA,0
F,P,BACH,0,32,57,60,2.93,130500,2640,2370,2250,60,28,2.01,0,74,1
M,S,SOMECOLL,0,136,18,22,2.85,95746,1671,1446,2565,479,NA,3.03,0,NA,0
F,NULL,HS,0,33,36,40,2,6090,180,90,2565,960,NA,NA,0,82.5,0
F,S,SOMECOLL,0,61,25,28,3.13,137345,2820,2550,2565,1345,21,2.61,0,NA,1
M,NULL,ASSOC,0,107,40,43,3.4,97685,2295,2295,2250,655,43,3.03,9262,72,1
M,NULL,SOMECOLL,0,40,25,28,2.13,15950,315,225,2565,1690,NA,NA,1528,NA,0
